2021-08-21 23:51:04,946 - agents.Base_Agent - INFO - 0 -- CartPole
2021-08-21 23:51:04,946 - agents.Base_Agent - INFO - 1 -- DISCRETE
2021-08-21 23:51:04,946 - agents.Base_Agent - INFO - 2 -- 2
2021-08-21 23:51:04,946 - agents.Base_Agent - INFO - 3 -- None
2021-08-21 23:51:04,946 - agents.Base_Agent - INFO - 4 -- 4
2021-08-21 23:51:04,947 - agents.Base_Agent - INFO - 5 -- {'learning_rate': 0.01, 'batch_size': 256, 'buffer_size': 40000, 'epsilon': 1.0, 'epsilon_decay_rate_denominator': 1, 'discount_rate': 0.99, 'tau': 0.01, 'alpha_prioritised_replay': 0.6, 'beta_prioritised_replay': 0.1, 'incremental_td_error': 1e-08, 'update_every_n_steps': 1, 'linear_hidden_units': [30, 15], 'final_layer_activation': 'None', 'batch_norm': False, 'gradient_clipping_norm': 0.7, 'learning_iterations': 1, 'clip_rewards': False}
2021-08-21 23:51:04,947 - agents.Base_Agent - INFO - 6 -- 195.0
2021-08-21 23:51:04,947 - agents.Base_Agent - INFO - 7 -- 100
2021-08-21 23:51:04,947 - agents.Base_Agent - INFO - 8 -- cpu
2021-08-21 23:51:04,956 - agents.Base_Agent - INFO - Reseting game -- New start state [ 0.03073904  0.00145001 -0.03088818 -0.03131252]
2021-08-21 23:51:06,272 - agents.Base_Agent - INFO - Q values tensor([[217704.7969, 236023.6250]]) -- Action chosen 0
2021-08-21 23:51:06,305 - agents.Base_Agent - INFO - Q values tensor([[191832.0156, 213433.0000]]) -- Action chosen 0
2021-08-21 23:51:06,339 - agents.Base_Agent - INFO - Q values tensor([[110336.4844, 128529.0391]]) -- Action chosen 1
2021-08-21 23:51:06,372 - agents.Base_Agent - INFO - Q values tensor([[251584.2656, 277365.3125]]) -- Action chosen 0
2021-08-21 23:51:06,405 - agents.Base_Agent - INFO - Q values tensor([[154919.8438, 177643.5938]]) -- Action chosen 0
2021-08-21 23:51:06,421 - agents.Base_Agent - INFO - Q values tensor([[51185.6094, 62005.3242]]) -- Action chosen 0
2021-08-21 23:51:06,438 - agents.Base_Agent - INFO - Q values tensor([[11924.5361, 12352.5762]]) -- Action chosen 1
2021-08-21 23:51:06,455 - agents.Base_Agent - INFO - Q values tensor([[110938.8516, 130184.7031]]) -- Action chosen 1
2021-08-21 23:51:06,473 - agents.Base_Agent - INFO - Q values tensor([[327434.4375, 360638.8125]]) -- Action chosen 1
2021-08-21 23:51:06,489 - agents.Base_Agent - INFO - Q values tensor([[554878.8125, 599668.3125]]) -- Action chosen 1
2021-08-21 23:51:06,506 - agents.Base_Agent - INFO - Q values tensor([[783369.8125, 839754.6250]]) -- Action chosen 1
2021-08-21 23:51:06,539 - agents.Base_Agent - INFO - Q values tensor([[1008911.3750, 1076631.0000]]) -- Action chosen 0
2021-08-21 23:51:06,571 - agents.Base_Agent - INFO - Q values tensor([[880699.6875, 942418.3750]]) -- Action chosen 0
2021-08-21 23:51:06,605 - agents.Base_Agent - INFO - Q values tensor([[758158.6250, 814168.1875]]) -- Action chosen 0
2021-08-21 23:51:06,638 - agents.Base_Agent - INFO - Q values tensor([[645862.5625, 696756.5625]]) -- Action chosen 1
2021-08-21 23:51:06,671 - agents.Base_Agent - INFO - Q values tensor([[909715.3750, 974142.6875]]) -- Action chosen 1
2021-08-21 23:51:06,705 - agents.Base_Agent - INFO - Q values tensor([[1178049.5000, 1256204.5000]]) -- Action chosen 1
2021-08-21 23:51:06,737 - agents.Base_Agent - INFO - Q values tensor([[1450809.5000, 1542884.2500]]) -- Action chosen 1
2021-08-21 23:51:06,755 - agents.Base_Agent - INFO - Q values tensor([[1727907.0000, 1834088.7500]]) -- Action chosen 1
2021-08-21 23:51:06,771 - agents.Base_Agent - INFO - Q values tensor([[2009222.0000, 2129692.7500]]) -- Action chosen 1
2021-08-21 23:51:06,784 - agents.Base_Agent - INFO - Reseting game -- New start state [ 0.03073904  0.00145001 -0.03088818 -0.03131252]
2021-08-21 23:51:06,788 - agents.Base_Agent - INFO - Q values tensor([[158896.5938, 164124.3281]]) -- Action chosen 0
2021-08-21 23:51:06,806 - agents.Base_Agent - INFO - Q values tensor([[174060.9219, 184797.6875]]) -- Action chosen 1
2021-08-21 23:51:06,822 - agents.Base_Agent - INFO - Q values tensor([[139650.1406, 143645.1250]]) -- Action chosen 1
2021-08-21 23:51:06,855 - agents.Base_Agent - INFO - Q values tensor([[92533.5156, 88888.2578]]) -- Action chosen 0
2021-08-21 23:51:06,890 - agents.Base_Agent - INFO - Q values tensor([[93211.1172, 94022.9141]]) -- Action chosen 0
2021-08-21 23:51:06,923 - agents.Base_Agent - INFO - Q values tensor([[104059.5625, 110066.5938]]) -- Action chosen 1
2021-08-21 23:51:06,956 - agents.Base_Agent - INFO - Q values tensor([[65005.5234, 63939.5586]]) -- Action chosen 0
2021-08-21 23:51:06,989 - agents.Base_Agent - INFO - Q values tensor([[75465.7344, 79574.8828]]) -- Action chosen 0
2021-08-21 23:51:07,023 - agents.Base_Agent - INFO - Q values tensor([[ 98362.2031, 108542.0781]]) -- Action chosen 1
2021-08-21 23:51:07,056 - agents.Base_Agent - INFO - Q values tensor([[73563.1484, 77698.2891]]) -- Action chosen 1
2021-08-21 23:51:07,088 - agents.Base_Agent - INFO - Q values tensor([[40476.8047, 37942.6992]]) -- Action chosen 1
2021-08-21 23:51:07,105 - agents.Base_Agent - INFO - Q values tensor([[27136.6992, 22895.2422]]) -- Action chosen 0
2021-08-21 23:51:07,123 - agents.Base_Agent - INFO - Q values tensor([[22845.8223, 20637.5020]]) -- Action chosen 1
2021-08-21 23:51:07,139 - agents.Base_Agent - INFO - Q values tensor([[15587.9863, 11723.8037]]) -- Action chosen 0
2021-08-21 23:51:07,156 - agents.Base_Agent - INFO - Q values tensor([[11433.5957,  8802.6113]]) -- Action chosen 0
2021-08-21 23:51:07,173 - agents.Base_Agent - INFO - Q values tensor([[8761.3008, 7360.1870]]) -- Action chosen 1
2021-08-21 23:51:07,206 - agents.Base_Agent - INFO - Q values tensor([[4935.6826, 2202.2754]]) -- Action chosen 1
2021-08-21 23:51:07,239 - agents.Base_Agent - INFO - Q values tensor([[  135.2809, -4131.8242]]) -- Action chosen 0
2021-08-21 23:51:07,273 - agents.Base_Agent - INFO - Q values tensor([[ -477.3080, -4347.0430]]) -- Action chosen 1
2021-08-21 23:51:07,305 - agents.Base_Agent - INFO - Q values tensor([[ -5793.3120, -11306.2666]]) -- Action chosen 1
2021-08-21 23:51:07,339 - agents.Base_Agent - INFO - Q values tensor([[-10752.7324, -17950.4941]]) -- Action chosen 1
2021-08-21 23:51:07,356 - agents.Base_Agent - INFO - Q values tensor([[-13013.6074, -21641.8477]]) -- Action chosen 1
2021-08-21 23:51:07,372 - agents.Base_Agent - INFO - Q values tensor([[-14732.9824, -24870.7617]]) -- Action chosen 0
2021-08-21 23:51:07,405 - agents.Base_Agent - INFO - Q values tensor([[-11408.5664, -21016.2031]]) -- Action chosen 0
2021-08-21 23:51:07,439 - agents.Base_Agent - INFO - Q values tensor([[ -7671.6152, -16747.3809]]) -- Action chosen 1
2021-08-21 23:51:07,472 - agents.Base_Agent - INFO - Q values tensor([[ -9607.3926, -20317.3047]]) -- Action chosen 1
2021-08-21 23:51:07,506 - agents.Base_Agent - INFO - Q values tensor([[-10959.8730, -23398.2422]]) -- Action chosen 0
2021-08-21 23:51:07,539 - agents.Base_Agent - INFO - Q values tensor([[ -7211.3242, -19395.9570]]) -- Action chosen 0
2021-08-21 23:51:07,572 - agents.Base_Agent - INFO - Q values tensor([[ -2982.2732, -14937.7510]]) -- Action chosen 0
2021-08-21 23:51:07,588 - agents.Base_Agent - INFO - Q values tensor([[  1306.8615, -10456.2979]]) -- Action chosen 0
2021-08-21 23:51:07,605 - agents.Base_Agent - INFO - Q values tensor([[ 5528.5195, -5969.1958]]) -- Action chosen 1
2021-08-21 23:51:07,622 - agents.Base_Agent - INFO - Q values tensor([[ 4069.7327, -9296.0186]]) -- Action chosen 1
2021-08-21 23:51:07,639 - agents.Base_Agent - INFO - Q values tensor([[  2771.8323, -12573.6904]]) -- Action chosen 1
2021-08-21 23:51:07,672 - agents.Base_Agent - INFO - Q values tensor([[  1697.5021, -15731.5908]]) -- Action chosen 0
2021-08-21 23:51:07,705 - agents.Base_Agent - INFO - Q values tensor([[  6595.0332, -10956.2627]]) -- Action chosen 1
2021-08-21 23:51:07,738 - agents.Base_Agent - INFO - Q values tensor([[  5832.3574, -13926.5400]]) -- Action chosen 0
2021-08-21 23:51:07,772 - agents.Base_Agent - INFO - Q values tensor([[10688.7207, -9400.9658]]) -- Action chosen 0
2021-08-21 23:51:07,788 - agents.Base_Agent - INFO - Reseting game -- New start state [ 0.03073904  0.00145001 -0.03088818 -0.03131252]
2021-08-21 23:51:07,805 - agents.Base_Agent - INFO - Q values tensor([[158896.5938, 164124.3281]]) -- Action chosen 1
2021-08-21 23:51:07,822 - agents.Base_Agent - INFO - Q values tensor([[111289.1484, 108856.5547]]) -- Action chosen 1
2021-08-21 23:51:07,839 - agents.Base_Agent - INFO - Q values tensor([[57330.9570, 49079.7656]]) -- Action chosen 0
2021-08-21 23:51:07,855 - agents.Base_Agent - INFO - Q values tensor([[43947.6016, 38596.8867]]) -- Action chosen 1
2021-08-21 23:51:07,872 - agents.Base_Agent - INFO - Q values tensor([[25273.9160, 19279.3770]]) -- Action chosen 1
2021-08-21 23:51:07,905 - agents.Base_Agent - INFO - Q values tensor([[12136.2939,  5617.1226]]) -- Action chosen 0
2021-08-21 23:51:07,938 - agents.Base_Agent - INFO - Q values tensor([[ 1692.7736, -3667.5652]]) -- Action chosen 1
2021-08-21 23:51:07,973 - agents.Base_Agent - INFO - Q values tensor([[ -8602.8428, -15732.0342]]) -- Action chosen 0
2021-08-21 23:51:08,006 - agents.Base_Agent - INFO - Q values tensor([[-11158.1816, -18438.2422]]) -- Action chosen 0
2021-08-21 23:51:08,039 - agents.Base_Agent - INFO - Q values tensor([[ -7656.6318, -14280.4541]]) -- Action chosen 1
2021-08-21 23:51:08,073 - agents.Base_Agent - INFO - Q values tensor([[ -9843.0723, -17967.1172]]) -- Action chosen 1
2021-08-21 23:51:08,106 - agents.Base_Agent - INFO - Q values tensor([[-11880.2939, -21594.2539]]) -- Action chosen 1
2021-08-21 23:51:08,138 - agents.Base_Agent - INFO - Q values tensor([[-13313.5449, -24704.9297]]) -- Action chosen 0
2021-08-21 23:51:08,156 - agents.Base_Agent - INFO - Q values tensor([[ -9718.2422, -20794.0859]]) -- Action chosen 1
2021-08-21 23:51:08,188 - agents.Base_Agent - INFO - Q values tensor([[-10925.0762, -23808.8184]]) -- Action chosen 1
2021-08-21 23:51:08,222 - agents.Base_Agent - INFO - Q values tensor([[-11891.4355, -26697.8066]]) -- Action chosen 0
2021-08-21 23:51:08,255 - agents.Base_Agent - INFO - Q values tensor([[ -7790.8633, -22621.9492]]) -- Action chosen 1
2021-08-21 23:51:08,288 - agents.Base_Agent - INFO - Q values tensor([[ -8483.2598, -25382.4277]]) -- Action chosen 1
2021-08-21 23:51:08,321 - agents.Base_Agent - INFO - Q values tensor([[ -8950.7715, -28044.4453]]) -- Action chosen 1
2021-08-21 23:51:08,339 - agents.Base_Agent - INFO - Q values tensor([[ -9177.3926, -30596.9648]]) -- Action chosen 1
2021-08-21 23:51:08,355 - agents.Base_Agent - INFO - Q values tensor([[ -9148.7715, -33027.8984]]) -- Action chosen 0
2021-08-21 23:51:08,389 - agents.Base_Agent - INFO - Q values tensor([[ -3609.2439, -28358.2930]]) -- Action chosen 0
2021-08-21 23:51:08,421 - agents.Base_Agent - INFO - Q values tensor([[  2060.5022, -23588.2070]]) -- Action chosen 0
2021-08-21 23:51:08,443 - agents.Base_Agent - INFO - Reseting game -- New start state [ 0.03073904  0.00145001 -0.03088818 -0.03131252]
2021-08-21 23:51:08,455 - agents.Base_Agent - INFO - Q values tensor([[158896.5938, 164124.3281]]) -- Action chosen 0
2021-08-21 23:51:08,488 - agents.Base_Agent - INFO - Q values tensor([[174060.9219, 184797.6875]]) -- Action chosen 0
2021-08-21 23:51:08,523 - agents.Base_Agent - INFO - Q values tensor([[202404.5312, 219567.7188]]) -- Action chosen 1
2021-08-21 23:51:08,555 - agents.Base_Agent - INFO - Q values tensor([[183622.8906, 195125.6719]]) -- Action chosen 1
2021-08-21 23:51:08,572 - agents.Base_Agent - INFO - Q values tensor([[154618.7188, 159746.8906]]) -- Action chosen 1
2021-08-21 23:51:08,589 - agents.Base_Agent - INFO - Q values tensor([[113039.2422, 110920.3672]]) -- Action chosen 1
2021-08-21 23:51:08,622 - agents.Base_Agent - INFO - Q values tensor([[62354.5938, 54154.7812]]) -- Action chosen 1
2021-08-21 23:51:08,656 - agents.Base_Agent - INFO - Q values tensor([[38879.2812, 29708.5996]]) -- Action chosen 1
2021-08-21 23:51:08,689 - agents.Base_Agent - INFO - Q values tensor([[18566.2012, 10713.9932]]) -- Action chosen 1
2021-08-21 23:51:08,722 - agents.Base_Agent - INFO - Q values tensor([[ 3041.0845, -5859.1191]]) -- Action chosen 0
2021-08-21 23:51:08,756 - agents.Base_Agent - INFO - Q values tensor([[-10428.2754, -18492.2852]]) -- Action chosen 0
2021-08-21 23:51:08,789 - agents.Base_Agent - INFO - Q values tensor([[-13897.6328, -22278.5645]]) -- Action chosen 0
2021-08-21 23:51:08,823 - agents.Base_Agent - INFO - Q values tensor([[-10286.8486, -18088.9180]]) -- Action chosen 0
2021-08-21 23:51:08,855 - agents.Base_Agent - INFO - Q values tensor([[ -6670.6504, -13895.1543]]) -- Action chosen 0
2021-08-21 23:51:08,872 - agents.Base_Agent - INFO - Q values tensor([[-3058.1179, -9697.0615]]) -- Action chosen 0
2021-08-21 23:51:08,888 - agents.Base_Agent - INFO - Q values tensor([[  540.4855, -5495.0688]]) -- Action chosen 1
2021-08-21 23:51:08,906 - agents.Base_Agent - INFO - Q values tensor([[-1599.9579, -9139.5273]]) -- Action chosen 1
2021-08-21 23:51:08,923 - agents.Base_Agent - INFO - Q values tensor([[ -3602.7322, -12724.4023]]) -- Action chosen 1
2021-08-21 23:51:08,956 - agents.Base_Agent - INFO - Q values tensor([[ -5451.4336, -16244.3799]]) -- Action chosen 1
2021-08-21 23:51:08,989 - agents.Base_Agent - INFO - Q values tensor([[ -7132.7246, -19703.5664]]) -- Action chosen 1
2021-08-21 23:51:09,022 - agents.Base_Agent - INFO - Q values tensor([[ -8126.1367, -22576.0879]]) -- Action chosen 1
2021-08-21 23:51:09,054 - agents.Base_Agent - INFO - Q values tensor([[ -8914.2656, -25365.0352]]) -- Action chosen 0
2021-08-21 23:51:09,089 - agents.Base_Agent - INFO - Q values tensor([[ -4590.0898, -21175.7148]]) -- Action chosen 0
2021-08-21 23:51:09,121 - agents.Base_Agent - INFO - Q values tensor([[  -172.4862, -16933.9492]]) -- Action chosen 1
2021-08-21 23:51:09,139 - agents.Base_Agent - INFO - Q values tensor([[  -621.4550, -19537.4453]]) -- Action chosen 1
2021-08-21 23:51:09,172 - agents.Base_Agent - INFO - Q values tensor([[  -855.8260, -22038.7695]]) -- Action chosen 0
2021-08-21 23:51:09,205 - agents.Base_Agent - INFO - Q values tensor([[  4179.0215, -17504.5898]]) -- Action chosen 0
2021-08-21 23:51:09,238 - agents.Base_Agent - INFO - Q values tensor([[  9351.4199, -12947.1768]]) -- Action chosen 1
2021-08-21 23:51:09,258 - agents.Base_Agent - INFO - Reseting game -- New start state [ 0.03073904  0.00145001 -0.03088818 -0.03131252]
2021-08-21 23:51:09,272 - agents.Base_Agent - INFO - Q values tensor([[158896.5938, 164124.3281]]) -- Action chosen 0
2021-08-21 23:51:09,307 - agents.Base_Agent - INFO - Q values tensor([[174060.9219, 184797.6875]]) -- Action chosen 0
2021-08-21 23:51:09,338 - agents.Base_Agent - INFO - Q values tensor([[202404.5312, 219567.7188]]) -- Action chosen 0
2021-08-21 23:51:09,372 - agents.Base_Agent - INFO - Q values tensor([[178844.5156, 199433.8594]]) -- Action chosen 1
2021-08-21 23:51:09,388 - agents.Base_Agent - INFO - Q values tensor([[245967.8438, 266242.8438]]) -- Action chosen 1
2021-08-21 23:51:09,406 - agents.Base_Agent - INFO - Q values tensor([[238044.4531, 253389.2656]]) -- Action chosen 1
2021-08-21 23:51:09,423 - agents.Base_Agent - INFO - Q values tensor([[220566.2031, 230308.9844]]) -- Action chosen 1
2021-08-21 23:51:09,440 - agents.Base_Agent - INFO - Q values tensor([[191181.8281, 194492.4062]]) -- Action chosen 1
2021-08-21 23:51:09,473 - agents.Base_Agent - INFO - Q values tensor([[147390.1094, 143270.4062]]) -- Action chosen 0
2021-08-21 23:51:09,506 - agents.Base_Agent - INFO - Q values tensor([[149741.5938, 150214.7969]]) -- Action chosen 1
2021-08-21 23:51:09,539 - agents.Base_Agent - INFO - Q values tensor([[97652.7188, 90138.5312]]) -- Action chosen 0
2021-08-21 23:51:09,572 - agents.Base_Agent - INFO - Q values tensor([[91461.9219, 87943.9844]]) -- Action chosen 1
2021-08-21 23:51:09,606 - agents.Base_Agent - INFO - Q values tensor([[49416.7305, 41653.6797]]) -- Action chosen 0
2021-08-21 23:51:09,638 - agents.Base_Agent - INFO - Q values tensor([[37397.3359, 32526.2539]]) -- Action chosen 0
2021-08-21 23:51:09,672 - agents.Base_Agent - INFO - Q values tensor([[28221.0586, 26116.4004]]) -- Action chosen 0
2021-08-21 23:51:09,706 - agents.Base_Agent - INFO - Q values tensor([[26076.7363, 25624.9082]]) -- Action chosen 1
2021-08-21 23:51:09,739 - agents.Base_Agent - INFO - Q values tensor([[16236.7715, 13624.6377]]) -- Action chosen 1
2021-08-21 23:51:09,756 - agents.Base_Agent - INFO - Q values tensor([[10170.4941,  6241.5044]]) -- Action chosen 1
2021-08-21 23:51:09,789 - agents.Base_Agent - INFO - Q values tensor([[ 1720.9017, -3549.1106]]) -- Action chosen 0
2021-08-21 23:51:09,822 - agents.Base_Agent - INFO - Q values tensor([[-2401.2810, -7184.9790]]) -- Action chosen 1
2021-08-21 23:51:09,855 - agents.Base_Agent - INFO - Q values tensor([[ -9136.7090, -15863.6299]]) -- Action chosen 0
2021-08-21 23:51:09,889 - agents.Base_Agent - INFO - Q values tensor([[ -7885.8213, -14151.0049]]) -- Action chosen 0
2021-08-21 23:51:09,922 - agents.Base_Agent - INFO - Q values tensor([[ -4520.9258, -10023.3389]]) -- Action chosen 0
2021-08-21 23:51:09,956 - agents.Base_Agent - INFO - Q values tensor([[-1192.7001, -5904.4741]]) -- Action chosen 0
2021-08-21 23:51:09,989 - agents.Base_Agent - INFO - Q values tensor([[ 2086.1594, -1796.0886]]) -- Action chosen 1
2021-08-21 23:51:10,006 - agents.Base_Agent - INFO - Q values tensor([[ -355.9940, -5541.4556]]) -- Action chosen 0
2021-08-21 23:51:10,023 - agents.Base_Agent - INFO - Q values tensor([[ 2962.8059, -1401.1667]]) -- Action chosen 1
2021-08-21 23:51:10,039 - agents.Base_Agent - INFO - Q values tensor([[  565.7257, -5114.2183]]) -- Action chosen 0
2021-08-21 23:51:10,073 - agents.Base_Agent - INFO - Q values tensor([[3931.2014, -941.2820]]) -- Action chosen 1
2021-08-21 23:51:10,106 - agents.Base_Agent - INFO - Q values tensor([[ 1584.8585, -4621.0698]]) -- Action chosen 1
2021-08-21 23:51:10,139 - agents.Base_Agent - INFO - Q values tensor([[ -649.1063, -8254.1777]]) -- Action chosen 1
2021-08-21 23:51:10,173 - agents.Base_Agent - INFO - Q values tensor([[ -2754.7458, -11836.3594]]) -- Action chosen 0
2021-08-21 23:51:10,206 - agents.Base_Agent - INFO - Q values tensor([[  947.9474, -7520.7974]]) -- Action chosen 0
2021-08-21 23:51:10,238 - agents.Base_Agent - INFO - Q values tensor([[ 4642.1279, -3205.2664]]) -- Action chosen 0
2021-08-21 23:51:10,255 - agents.Base_Agent - INFO - Q values tensor([[8238.7109, 1094.1477]]) -- Action chosen 0
2021-08-21 23:51:10,272 - agents.Base_Agent - INFO - Q values tensor([[11080.2441,  4739.9565]]) -- Action chosen 0
2021-08-21 23:51:10,289 - agents.Base_Agent - INFO - Q values tensor([[11752.9902,  6346.4829]]) -- Action chosen 0
2021-08-21 23:51:10,338 - agents.Base_Agent - INFO - Q values tensor([[12387.1133,  7948.2554]]) -- Action chosen 1
2021-08-21 23:51:10,371 - agents.Base_Agent - INFO - Q values tensor([[12046.3174,  6153.8159]]) -- Action chosen 0
2021-08-21 23:51:10,406 - agents.Base_Agent - INFO - Q values tensor([[12684.9404,  7778.0962]]) -- Action chosen 0
2021-08-21 23:51:10,439 - agents.Base_Agent - INFO - Q values tensor([[13317.3115,  9448.4775]]) -- Action chosen 1
2021-08-21 23:51:10,456 - agents.Base_Agent - INFO - Q values tensor([[12975.3174,  7716.3657]]) -- Action chosen 0
2021-08-21 23:51:10,473 - agents.Base_Agent - INFO - Q values tensor([[13607.1113,  9419.1318]]) -- Action chosen 0
2021-08-21 23:51:10,489 - agents.Base_Agent - INFO - Q values tensor([[14229.6230, 11173.5830]]) -- Action chosen 1
2021-08-21 23:51:10,506 - agents.Base_Agent - INFO - Q values tensor([[13877.9160,  9519.0742]]) -- Action chosen 1
2021-08-21 23:51:10,539 - agents.Base_Agent - INFO - Q values tensor([[13532.8936,  7843.7856]]) -- Action chosen 0
2021-08-21 23:51:10,572 - agents.Base_Agent - INFO - Q values tensor([[14156.5332,  9616.3027]]) -- Action chosen 0
2021-08-21 23:51:10,606 - agents.Base_Agent - INFO - Q values tensor([[14769.6973, 11437.4482]]) -- Action chosen 0
2021-08-21 23:51:10,639 - agents.Base_Agent - INFO - Q values tensor([[15311.9180, 13157.4658]]) -- Action chosen 1
2021-08-21 23:51:10,674 - agents.Base_Agent - INFO - Q values tensor([[14994.1299, 11777.5518]]) -- Action chosen 0
2021-08-21 23:51:10,705 - agents.Base_Agent - INFO - Q values tensor([[15488.1924, 13460.4541]]) -- Action chosen 0
2021-08-21 23:51:10,723 - agents.Base_Agent - INFO - Q values tensor([[15893.9922, 14511.1309]]) -- Action chosen 0
2021-08-21 23:51:10,739 - agents.Base_Agent - INFO - Q values tensor([[15381.8936, 14043.7852]]) -- Action chosen 0
2021-08-21 23:51:10,756 - agents.Base_Agent - INFO - Q values tensor([[15648.8008, 14287.4668]]) -- Action chosen 1
2021-08-21 23:51:10,789 - agents.Base_Agent - INFO - Q values tensor([[15335.2129, 14001.1230]]) -- Action chosen 0
2021-08-21 23:51:10,822 - agents.Base_Agent - INFO - Q values tensor([[15601.5488, 14244.2822]]) -- Action chosen 0
2021-08-21 23:51:10,855 - agents.Base_Agent - INFO - Q values tensor([[16348.7012, 14926.4131]]) -- Action chosen 0
2021-08-21 23:51:10,888 - agents.Base_Agent - INFO - Q values tensor([[17093.7305, 15606.6016]]) -- Action chosen 0
2021-08-21 23:51:10,922 - agents.Base_Agent - INFO - Q values tensor([[17834.7617, 16283.1387]]) -- Action chosen 1
